wallet,num_proposals,weight
0x7540db3e26d453ee6298bbdd263a8e4d88bfbe7f,172,0.589041
0x43fbf8dd759778a54fd50c3f0aadfbf47c490451,171,0.585616
0x0465c733bcbc4e15f15d393d919cf6dc8ae757ce,170,0.582192
0x83bb781a2a2ca1fec0350f178c911848811cc440,169,0.578767
0xa819c50d511187ce0f6aa352427586d6d0c187f7,169,0.578767
0x5b1c410f66a0b0b7a8008e256406dfd18593e4cf,168,0.575342
0x8886dca35291f05ed5d8e21f083998ea8dceb50f,168,0.575342
0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,166,0.568493
0x9f6c47623d23fc9dbca3ed670a43792db3aacaee,166,0.568493
0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,165,0.565068
0x537c666ca10453f9378f78a57c810e022ac5972e,164,0.561644
0xbdc7a955505e20410061744f556f6dec761bfb8f,164,0.561644
0xdb10d21f28a34fd04e4425eac777483798f7e217,164,0.561644
0x8840603a7df575a6ea1f70280d4001b64282aaa8,163,0.558219
0x82ac18afdaf7d7bd9154974e132fadfaae2e8cea,162,0.554795
0xe099d8ac97fcb3eb13a3fe080ff3b5a8ff6b94aa,162,0.554795
0x10dbc99c90234e4447f0366e8368d688f622475a,161,0.551370
0xaf568b4acab91a8119994c69b86648271346796d,161,0.551370
0xd07ee1049929e97680f7bb176721ea1e6114f42c,161,0.551370
0x2bf034eccebc8cd60dab9c249b6c2996dcb7d8ec,159,0.544521
0x3ca2e945a3bc25399c75f49e9e45d34d897c1041,159,0.544521
0x9f32b5a3a6a21df1671c74372f18415cb3fcaca2,158,0.541096
0x00987cbce7014389197f9d5468dab5a8facffee0,157,0.537671
0x8c779811306cee2fafc908c557ccb4be9ff20a01,157,0.537671
0xe52af3f93db8280667973ef8770a355a73db6e26,157,0.537671
0xa9f149f0abb2242de919ffb493cd8774364b7520,156,0.534247
0xb71fb919489092f5262cc39235f1bd18f728dd4b,156,0.534247
0x2d6d9a73afad28b08609e12058dd7c4d9bb8f0ba,155,0.530822
0xa02a7a705c8776c58fc8f3f8df5189eaef8f26fd,154,0.527397
0x2127aa7265d573aa467f1d73554d17890b872e76,153,0.523973
0xbb26bfc9c11a8794be3075c16f3c3ce0dbeb80e3,152,0.520548
0xd94a33d2791ae1eeb30e2295276f6b82c17c02cb,152,0.520548
0x0d6e94d085a597f316be1833649e05a45103e873,151,0.517123
0xed75012f14d89e87d2505ad6dbc0b8f591c660ea,151,0.517123
0xba39c047714b4ca6244dc433d3ae3924691e0171,150,0.513699
0xeb8c587a8b3bcb23efbf6d4e41c6ac1f90bf5c27,150,0.513699
0xaeb3746ca5ce3592c904b2777f2e7b577b64c655,149,0.510274
0x119b91827df70f4378de9912fdfa101fb40364b8,147,0.503425
0x001daa61eaa241a8d89607194fc3b1184dcb9b4c,146,0.500000
0x50e82f866800d3f1f542970dcf0d292bd490db33,146,0.500000
0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,146,0.500000
0x5f9ce0c2804af2a678d33e3617ee829c00ef6be0,144,0.493151
0xdc25324b8186de47a976191a54ea0366428af632,142,0.486301
0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,140,0.479452
0x5ae7ae79765973ca60ee9f9e29866b63952ae807,140,0.479452
0x46860b4dfe30ce16e6c3100c1be4344cd5941959,138,0.472603
0xe7dacfa93fee4c6d383afe7136baf23c6957f098,138,0.472603
0x7b3012531aaed7b48bc9bfbc1cd7e7f20b1bb5b8,137,0.469178
0xb5625ce0797a7a93eaf9fbbcf097862be18efd07,137,0.469178
0xbc5ff01939707a14677df0e4f850fab257ebff15,136,0.465753
0xc83e84f559085b850d390f4602d59dea5e428604,136,0.465753
0xe4464675b21c1e9f80b839a2bc4ed7a3c586f86e,136,0.465753
0x1c28b4f1c0ce16597d52fff5978080a3fe4d119c,134,0.458904
0x314ad39c842b0865cdc48fb5e1688313ccda463e,133,0.455479
0xb7696dca94a198b4e3a10fb37c37101f02d42613,133,0.455479
0xb9d8286cb05c873aeb564cd5fe1338a38fb3bb39,132,0.452055
0x36c01f66fe9cfad31bb60069fdf7a2ca4f9b3ac7,130,0.445205
0x119cbec59eb0bfb89971fcb96e3b1cad8a66e2d9,128,0.438356
0x11f11dafde2ed523cd935184dd28876ce52f1652,128,0.438356
0x5dfb6afb4fbf2363ee0992b8fb11b8d4b594e197,127,0.434932
0x8f652eff4ba275e023f124a98af86025ab0e5eec,127,0.434932
0x20906e454a9d20181350630ead131d8dfa21dd3f,125,0.428082
0xdf572e905e2730efdbfb8d11829571d3a516acd3,125,0.428082
0x61477eaa5e33400acc353390ca001be0eb706eb4,124,0.424658
0x65316dc17cd7009b373f4f0e48f27d62ae4b921f,122,0.417808
0xd9d54f0f67fde251ab41ffb36579f308b592d905,122,0.417808
0x9fe6d7d5e9c9e3bff91149fbf731b618cbce3375,121,0.414384
0x24c07ec63423146646fa96d1c05f67547aa2acd1,120,0.410959
0x5ddcb74d0cab872e672028405273879085c1dd48,120,0.410959
0x3e35faae5fb365cad9fa38e54784b98567a6d765,119,0.407534
0x170ce87867068065a606e19a5cb19ffdf26675fb,118,0.404110
0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,118,0.404110
0x19e02b992c0295d27eecff941d5dbfaf85409d86,116,0.397260
0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,116,0.397260
0x505d867c40931bf56393f23cfa766fff8fa406e3,115,0.393836
0xc7e512186d27c2226686dc30a9cd3d8af80c6764,115,0.393836
0x07494efb9fc623b74b31714192826c70eba7423f,114,0.390411
0x4d4f726d6b59f3b809b48d5ceb89b2a9ae0e0129,114,0.390411
0x1e39cc29009ed4760c186d8771295c1e224882d4,110,0.376712
0x5be66fe7e6bfffa5af7d9f9a3b49ae7c50ca54df,110,0.376712
0xfec90ee4a1ea9ccff0d1971c61fe5a4488594a58,109,0.373288
0xffa577a214db70dd173113f6f095effe9d9ce664,109,0.373288
0x346e7d415382b91905080ccdae6e5147866a6561,107,0.366438
0x930c11078f73517865101bee9351d1e20fc17850,107,0.366438
0x5b95a971b4583a5f011e9da082acdd679b870d06,105,0.359589
0x4e24a343ebf4aa3daedab40e59ba5ad68e78e9ae,103,0.352740
0x6541e84af0b25f3e084e9ed17d8f255a12d125d3,103,0.352740
0xa9a0c84fe5780d5a5c67cc14165b546f8ec6dcab,103,0.352740
0xe9da1801adcb61a41c6bdfdb7049c5e14383e8fd,102,0.349315
0xf8c82ff30d2ace28e34d2101d4aed3a2a872d50f,102,0.349315
0x6fb7c9970372a645bad75408b021e364d134e1bf,101,0.345890
0xe75b99056b346e74b19bc9922eb8d81036d574c8,101,0.345890
0xf5bd90d482928829548a6f3b95f5adb70591e93e,101,0.345890
0xfd86d28a6df8635c47af7c6ac5597893070d6336,101,0.345890
0xc279c8b5ce0128c99f9fc4671356e70a63ded798,100,0.342466
0x435d821ee5b346850545cb18443ca9808a9d47d0,98,0.335616
0xdc12a60d22d556ced025ad468536f457dfdc8797,95,0.325342
0x101addc07d63a6b35b199153252168ab9889dca1,94,0.321918
0x7d7c9ac6c7e950b356dd3f801a79f55ed284a157,94,0.321918
0xf5ed909ff51045a4c1a8fc194809108a6f33d656,94,0.321918
0x60523cd3f5cf0061c6f042545371fa6ff8cd397b,90,0.308219
0x3c2b45d1a4accb2c639c35bd0106d45c20424e8e,89,0.304795
0x4a32007040567190bed4fa6ff3f5a03c0d47c9d7,89,0.304795
0x57a2e7672042e1ce4cd365a8b5cd4ada2d8a8a5e,89,0.304795
0x9531b36510317b775f159e17b4ae1cb4c90b1a1a,89,0.304795
0xaa3fcd37b7f61f97f18184dfcaa62106da622eaf,88,0.301370
0xf2cb1caf152c6e36f1ff1a1c8eb88232221ccde0,87,0.297945
0x9737fae1031f43bc3e8fc72f31456ec3b34f80fb,83,0.284247
0xc2862d80fb768b58484df1d744149b900d74df65,83,0.284247
0xc0afef712a1341ca78da145b2afad346e8c3574f,82,0.280822
0x80d2fcdbe12a3d0b5b99e133478644cffd07811b,81,0.277397
0xce3214768474f006c50189d2d9583f19e3791f96,79,0.270548
0xf7789fa997beeb4fec6ba288af857a6943743ec7,79,0.270548
0x6b3be6c88c8875168c694e57e62d1de554ee6902,75,0.256849
0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,73,0.250000
0x750e361ee017e398c922f2b634387ecff810df6c,73,0.250000
0xb2fe5c3c7231b1117da36e7b29731693fbbc6f7a,72,0.246575
0xc7d61f99980e6575409680e6ceec3345f53c62e7,68,0.232877
0xd5fb0efccd70309ab1996710f74b910bdc2cf60c,67,0.229452
0x3297e2c5adbd19032d9929e0432bf70dd98966cb,66,0.226027
0x65e856c356f0c220fc69c51a66b007748c7596e4,66,0.226027
0xb32f4f6e77e4e909919ac473a902231567507308,66,0.226027
0x4362a29e330427d951f1aa58d7e3e86ac9e4b4e1,65,0.222603
0xe9dc4ffa67f44383db12bb642513c5c44714be3d,65,0.222603
0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,63,0.215753
0xa499df2bdae854093e5576c26c9e53e1b30d25e5,63,0.215753
0xcd5b5a0e19252f5e607c34e63154ba2cbccdcd22,62,0.212329
0x6feca0738ba64d7aee428f1bf31c743a9a243a8c,61,0.208904
0x4ac2c547b842aa861b06fb1a3d04d1f778131fa5,58,0.198630
0x500faf5a49ae5085482d156fe7970578114c7d0b,58,0.198630
0xd4ffce70f7c3c6a8d099a587280320586fbe5595,58,0.198630
0xf2c38389029df15bac7d81c9959b67787218202d,58,0.198630
0xa35c00af3a2577b890011a4e6a559e765b10652d,56,0.191781
0x4cb087cc190943591852f54d1d82e3647228e2c2,53,0.181507
0x75c32299da1395c5ba98c6e213f0deb1320a33cb,53,0.181507
0xbd5f593c86319523e6e8afe60dedbefaedbdb8c9,52,0.178082
0x9decc84cc0b18e9c294aefd2e4c59e8978fd838c,51,0.174658
0x6f48134d8bdeb954ad97525cf0adb9ad446260b1,50,0.171233
0x7bb85b553c04cf2dfcbbdac998ea3621e17236c3,47,0.160959
0x7ed7ab81ccefbcadf4cadd49827f84a5872311db,47,0.160959
0xbc8d9a555f799eeb24d822f468bf65b8c7223875,47,0.160959
0x7dbfe62be1ac737d26823611f251d362c52a1141,46,0.157534
0x1d1fcb7ead6e54bbf5b41ba9a85815cde1183564,44,0.150685
0x8261f170d2d081e33ec95c23a0e05435b932b9fc,44,0.150685
0x9d375719442c8d57ca9658ede45336787648381f,44,0.150685
0xe1a077b679f206073d85c3a62258f0e7ce3c9630,44,0.150685
0x4ca790b2c94af33009f5e7e2a419d766d77aa88a,43,0.147260
0x377aacf0420fb9b132e95b64a43232ba054eafac,42,0.143836
0xe29555e804e414e295e2a059fc49d002ec18f268,42,0.143836
0x6eede9b939e8f9816d3bb88d5adaca90a21191d3,40,0.136986
0xf0daa608870165adc7123577738ca3744d0c25c9,38,0.130137
0x0030b9f1925408d79be83c7cecfffdbacb638e9b,37,0.126712
0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,37,0.126712
0x352d68686d21237582566c6b95dd7edbf04314da,35,0.119863
0xc3c2e1cf099bc6e1fa94ce358562bcbd5cc59fe5,35,0.119863
0xca4ad39f872e89ef23eabd5716363fc22513e147,34,0.116438
0xf6d5607094443963d9a84c5c0ede52a82a073162,33,0.113014
0x585e184dc84968f83e5702659e7e4546545979c0,31,0.106164
0xbff64d0aa474b778ed52209cf6b615b7619bfc94,31,0.106164
0xee5cda91e4ddcde24d44dafd74bed4ba068f8ac2,31,0.106164
0x757859d4f08dc37b2a51d9334cc52aac61490f11,30,0.102740
0x02feb744ca516fd6e41d940ae2d0f7cb6fcb1ac3,29,0.099315
0x8b881349c69fda7e1121ae397383aa2002f9f418,29,0.099315
0x415817fe2945611ea8d9c698a2d8bec4c5a6b68f,28,0.095890
0xb850037136c6ff3a8df3e2e2ed1088b38b27ec7a,28,0.095890
0xcc2fa07d141d70271effba7701003581348839c2,28,0.095890
0xfe698c212526f15cc25af671beba14aac309457f,28,0.095890
0xce9332f4d44e9efccc64f88c9bd23e288c0ae5a2,25,0.085616
0x053bdf48af983da9794eda2f195f2f29bfef259a,24,0.082192
0xc8dcf0d52649ff340266f5fe69d4ba8e9498eccc,24,0.082192
0xfb1398ac62f7da1c7034b01813263ddc8e7a266a,23,0.078767
0x8f1edfc19c75d6b2a6e24ec90d753b4086c75c9a,20,0.068493
0x3144edaed85adeef318f5d298c29d9871925d44c,19,0.065068
0xaa5150a579e91dfc14a6af0c2b665b190a03e89f,19,0.065068
0x21199f1a2f84f986b1f564f5f5cd4bb3f894bee4,18,0.061644
0x149477f884094820b413b59cdace31ccdca387e4,16,0.054795
0x7f21b3e952ae82d10f66e03a9b39d198728a31e0,16,0.054795
0xf1cd34afa3e93559ef2e26e06d39a1a707be4fb4,16,0.054795
0xcf638db965f331d83bed792b02076a5e72a48b11,14,0.047945
0x8d46fd7160940d89da026d59b2e819208e714e82,13,0.044521
0x147510ebb636d80bb080de8fbb3df2e925a26e15,12,0.041096
0x1523afb8e48cfad26700191495e2672f7140080f,12,0.041096
0x160fbd013c8821403f9f5f6868b6f50cda050be3,12,0.041096
0x21ff9d23e14f3ec0cfc90fa624ef224418fcc5a8,12,0.041096
0x38dcfa6b1263c33fbbc2bafd4882a7dd5027472d,12,0.041096
0x4d12a4aad451c3209ed3a660e463ba71fef37d7c,12,0.041096
0x7a04bd08fc016eaf2fa2090bf52ddc26012517a8,12,0.041096
0x93e0990c31f0933ae4578901c4fce42ed3bcf6ee,12,0.041096
0x95d2538129c1fac1afebc5c765a406e5f28888f9,12,0.041096
0xa0d0d863ceaa8c65e579b75474c46dddc8e4604a,12,0.041096
0xacc94d70faf5539197307bc6e01907e60d760b28,12,0.041096
0xbef8f29e284b14817cf6e6a4e29fc93360ac9999,12,0.041096
0xc4cd22191f27d2cbcab7ba7be07b3655688147bc,12,0.041096
0xd71230207b61d8a72021b9fb509e469dc5ba1366,12,0.041096
0xe6b84dad5d26de2712d0c524dab35610e71b452d,12,0.041096
0xe8eeeada50b535f415d630791f330dabf3870877,12,0.041096
0xee2acdcd6c9d46e216ccaab94899f26234d258a7,12,0.041096
0xf2b26a38f626a377afaca16532a55316c18df0fa,12,0.041096
0xa6ac718a9bc4f265f6e1297168e55d05d3722bf3,11,0.037671
0xd248a27d2bbacb0ff7d8d92d48a62d6a090832ae,11,0.037671
0xed4ca23fe53a936f3b74906b731f730dfd269508,11,0.037671
0x451d5140852b90ba1f337d9094a359323341fad2,9,0.030822
0x295c8a1e704f4b6ff1e9adcfc5ab5ff96a85fa11,5,0.017123
0xd2f2ffc0a7b5ad0cca44c7c9ca11143e6e8bbba7,4,0.013699
0xec375ca92c72706c107e517fc4493674930af119,4,0.013699
0x14bfc79a2d8076a4e468f16640355bb47a68580b,3,0.010274
0x2e2bb9ad2ad0bc19728700896cc9562f24010552,3,0.010274
0x4bf88042de0220647acb314af3c5f310aec3bcc0,3,0.010274
0xbddefafa00c0453cefcca72d09db9c5b5c66899f,3,0.010274
0xc7d3e24f018401b34aec1858dca3f6e74155330d,3,0.010274
0xd144bd603b2399f578af0c6efc30cec9c727c8b2,3,0.010274
0x1091232c61eee86418dc93a5c895db3490386501,2,0.006849
0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3,2,0.006849
0xf0b7b2b988971264466483fff4d25e1d48747bfe,2,0.006849
